,x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG,LOCAL_DATE_conv
0,-52.78472222222222,47.51555555555556,ST JOHN'S WEST CDA CS,8403605,8403605.2000.3.1,2000-03-01 00:00:00,NL,2000,3,1,1.6,,0.6,,2.6,,0.9,,2.766034380557202,,0.44162288382953885,,12.691803278688525,,19.664285714285715,,42.302567237163814,,0.0,,16.4,,67.02362622776745,,95.07994687915007,,2000-03-01
1,-52.78472222222222,47.51555555555556,ST JOHN'S WEST CDA CS,8403605,8403605.2000.3.2,2000-03-02 00:00:00,NL,2000,3,2,3.8,,0.1,,7.5,,4.7,,2.766034380557202,,0.44162288382953885,,12.691803278688525,,19.664285714285715,,42.302567237163814,,0.0,,14.2,,67.02362622776745,,95.07994687915007,,2000-03-02
2,-52.78472222222222,47.51555555555556,ST JOHN'S WEST CDA CS,8403605,8403605.2000.3.3,2000-03-03 00:00:00,NL,2000,3,3,6.353364987613543,M,1.2,,10.258461223654594,M,3.691150536492086,M,2.766034380557202,,0.44162288382953885,,12.691803278688525,,19.664285714285715,,42.302567237163814,,0.1994838976052849,M,11.846118909991741,M,67.02362622776745,,95.07994687915007,,2000-03-03
3,-52.78472222222222,47.51555555555556,ST JOHN'S WEST CDA CS,8403605,8403605.2000.3.4,2000-03-04 00:00:00,NL,2000,3,4,6.353364987613543,M,2.4398664612223935,M,10.258461223654594,M,3.691150536492086,M,2.766034380557202,,0.44162288382953885,,12.691803278688525,,19.664285714285715,,42.302567237163814,,0.1994838976052849,M,11.846118909991741,M,67.02362622776745,,95.07994687915007,,2000-03-04
4,-52.78472222222222,47.51555555555556,ST JOHN'S WEST CDA CS,8403605,8403605.2000.3.5,2000-03-05 00:00:00,NL,2000,3,5,6.353364987613543,M,2.4398664612223935,M,10.258461223654594,M,3.691150536492086,M,2.766034380557202,,0.44162288382953885,,12.691803278688525,,19.664285714285715,,42.302567237163814,,0.1994838976052849,M,11.846118909991741,M,67.02362622776745,,95.07994687915007,,2000-03-05
5,-52.78472222222222,47.51555555555556,ST JOHN'S WEST CDA CS,8403605,8403605.2000.3.6,2000-03-06 00:00:00,NL,2000,3,6,-0.2,,-0.4,,0.0,,0.0,,2.766034380557202,,0.44162288382953885,,12.691803278688525,,19.664285714285715,,42.302567237163814,,0.0,,18.2,,67.02362622776745,,95.07994687915007,,2000-03-06
6,-52.78472222222222,47.51555555555556,ST JOHN'S WEST CDA CS,8403605,8403605.2000.3.7,2000-03-07 00:00:00,NL,2000,3,7,-1.6,,-2.4,,-0.8,,1.3,,2.766034380557202,,0.44162288382953885,,12.691803278688525,,19.664285714285715,,42.302567237163814,,0.0,,19.6,,67.02362622776745,,95.07994687915007,,2000-03-07
7,-52.78472222222222,47.51555555555556,ST JOHN'S WEST CDA CS,8403605,8403605.2000.3.8,2000-03-08 00:00:00,NL,2000,3,8,-1.4,,-2.8,,0.1,,2.5,,2.766034380557202,,0.44162288382953885,,12.691803278688525,,19.664285714285715,,42.302567237163814,,0.0,,19.4,,67.02362622776745,,95.07994687915007,,2000-03-08
8,-52.78472222222222,47.51555555555556,ST JOHN'S WEST CDA CS,8403605,8403605.2000.3.9,2000-03-09 00:00:00,NL,2000,3,9,1.0,,-1.5,,3.5,,2.4,,2.766034380557202,,0.44162288382953885,,12.691803278688525,,19.664285714285715,,42.302567237163814,,0.0,,17.0,,67.02362622776745,,95.07994687915007,,2000-03-09
9,-52.78472222222222,47.51555555555556,ST JOHN'S WEST CDA CS,8403605,8403605.2000.3.10,2000-03-10 00:00:00,NL,2000,3,10,3.4,,-0.7,,7.5,,5.7,,2.766034380557202,,0.44162288382953885,,12.691803278688525,,19.664285714285715,,42.302567237163814,,0.0,,14.6,,67.02362622776745,,95.07994687915007,,2000-03-10
